dataset,sample_id,num_phase1_shortlist_before,num_phase1_shortlist_after,phase1_reserve_added,phase1_reserve_triggered,reserve_candidate_id,reserve_candidate_type,reserve_source_run_id,reserve_source_seed_id,reserve_reason,reserve_score,reserve_rank_before_reserve,reserve_rank_after_reserve,reserve_in_phase1_shortlist,reserve_reaches_phase2,reserve_has_sentence_candidates,reserve_enters_ABR_candidate_pool,reserve_ABR_score,reserve_ABR_rank,reserve_selected_by_ABR,reserve_rendered,reserve_forced_selected,reserve_forced_rendered,selected_because_of_forced_pin,phase1_reserve_seed_or_run_id,phase1_reserve_reason,phase1_reserve_score,phase1_reserve_reaches_phase2,phase1_reserve_has_sentence_candidates,phase1_reserve_selected_by_ABR,phase1_reserve_rendered
hotpotqa,5a77322055429972597f1494,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5ae163b3554299422ee99678,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5a77cb335542997042120b3a,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5ae4a0ca5542995ad6573dcb,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5a84e21d5542997b5ce3ff7c,2,3,True,True,1991 Perfect Storm::1,unknown,1,,nonredundant_best;seed_jacc=0.600;semantic=0.869;graph=0.329;bridge=1.000;hybrid=0.602,0.6602429737818035,-1,-1,True,True,True,True,,,True,True,False,False,False,1,nonredundant_best;seed_jacc=0.600;semantic=0.869;graph=0.329;bridge=1.000;hybrid=0.602,0.6602429737818035,True,True,True,True
hotpotqa,5a797bd95542994bb9457016,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5a84973e5542992a431d1a67,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5a7736bc554299373536021b,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5add7c9c5542990dbb2f7e60,2,3,True,True,B Boy Baby::0,unknown,2,,nonredundant_best;seed_jacc=0.143;semantic=0.857;graph=0.239;bridge=1.000;hybrid=0.585,0.6803644628916404,-1,-1,True,True,True,True,,,True,True,False,False,False,2,nonredundant_best;seed_jacc=0.143;semantic=0.857;graph=0.239;bridge=1.000;hybrid=0.585,0.6803644628916404,True,True,True,True
hotpotqa,5a7d3470554299452d57bb56,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5ab3a83d5542992ade7c6e08,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5a8a2a5555429930ff3c0ccc,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5ae526c455429908b6326529,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5a8031c1554299485f598585,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5ac3bd0c554299204fd21e21,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5ae7281c5542991e8301cb69,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5abcf14f55429959677d6b5b,2,3,True,True,Additi Gupta::0,unknown,0,,nonredundant_best;seed_jacc=0.600;semantic=0.866;graph=0.463;bridge=1.000;hybrid=0.641,0.6980989123205315,-1,-1,True,True,True,True,,,True,True,False,False,False,0,nonredundant_best;seed_jacc=0.600;semantic=0.866;graph=0.463;bridge=1.000;hybrid=0.641,0.6980989123205315,True,True,True,True
hotpotqa,5ae0818e55429924de1b70e9,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5adc46665542994650320cc8,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5ac00278554299012d1db56b,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5a7b3fc155429931da12ca3a,2,3,True,True,Albert Schweitzer Fellowship::0,unknown,3,,nonredundant_best;seed_jacc=0.600;semantic=0.875;graph=0.292;bridge=1.000;hybrid=0.598,0.6526663082215499,-1,-1,True,True,True,True,,,True,True,False,False,False,3,nonredundant_best;seed_jacc=0.600;semantic=0.875;graph=0.292;bridge=1.000;hybrid=0.598,0.6526663082215499,True,True,True,True
hotpotqa,5ae7f0c75542994a481bbe44,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5ab8854555429934fafe6e0c,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5a84fd085542994c784ddaba,2,3,True,True,4th Cavalry Regiment (United States)::3,unknown,2,,nonredundant_best;seed_jacc=0.333;semantic=0.866;graph=0.334;bridge=1.000;hybrid=0.612,0.6902050622278295,-1,-1,True,True,True,True,,,True,True,False,False,False,2,nonredundant_best;seed_jacc=0.333;semantic=0.866;graph=0.334;bridge=1.000;hybrid=0.612,0.6902050622278295,True,True,True,True
hotpotqa,5adc6a3b55429947ff173953,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5a7732dc55429972597f149b,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5ac3ce74554299204fd21e71,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5a8cee9b554299441c6b9f87,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5ae7ff745542994a481bbe6e,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5a88a1bb5542997e5c09a64c,2,3,True,True,1988 Cincinnati Reds season::0,unknown,2,,nonredundant_best;seed_jacc=0.333;semantic=0.878;graph=0.309;bridge=1.000;hybrid=0.610,0.6870315890542087,-1,-1,True,True,True,True,,,True,True,False,False,False,2,nonredundant_best;seed_jacc=0.333;semantic=0.878;graph=0.309;bridge=1.000;hybrid=0.610,0.6870315890542087,True,True,True,True
hotpotqa,5a88f7bf5542997e5c09a6dd,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5ab545d3554299494045ef5c,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5a8e41735542995085b37406,2,3,True,True,"Argyle, Iowa::1",unknown,0,,nonredundant_best;seed_jacc=0.600;semantic=0.866;graph=0.303;bridge=1.000;hybrid=0.615,0.6583743086189798,-1,-1,True,True,True,True,,,True,True,False,False,False,0,nonredundant_best;seed_jacc=0.600;semantic=0.866;graph=0.303;bridge=1.000;hybrid=0.615,0.6583743086189798,True,True,True,True
hotpotqa,5a85df525542994c784ddb9f,2,3,True,True,Asia Poker::0,unknown,1,,nonredundant_best;seed_jacc=0.600;semantic=0.864;graph=0.345;bridge=1.000;hybrid=0.624,0.6689682332809929,-1,-1,True,True,True,True,,,True,True,False,False,False,1,nonredundant_best;seed_jacc=0.600;semantic=0.864;graph=0.345;bridge=1.000;hybrid=0.624,0.6689682332809929,True,True,True,True
hotpotqa,5a86b13f55429960ec39b6c3,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5a78d35e55429974737f78c3,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5a8b45765542995d1e6f1333,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5ade56ed5542997c77adee04,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5ab3b42c5542992ade7c6e4f,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5ae7535c5542997b22f6a6d8,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5a7b88b45542997c3ec97201,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5ae6fee3554299572ea54670,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5ab3bcc55542992ade7c6e66,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5a7f33115542992e7d278c84,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5ae7793c554299540e5a55c2,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5ae1d32a554299492dc91b9c,2,3,True,True,3rd Canadian Division::3,unknown,3,,nonredundant_best;seed_jacc=0.333;semantic=0.872;graph=0.298;bridge=1.000;hybrid=0.594,0.6789206489830154,-1,-1,True,True,True,True,,,True,True,False,False,False,3,nonredundant_best;seed_jacc=0.333;semantic=0.872;graph=0.298;bridge=1.000;hybrid=0.594,0.6789206489830154,True,True,True,True
hotpotqa,5ae12aa6554299422ee99617,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5ae0ce4e554299603e41845f,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5a73987c55429978a71e9039,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5adcdf455542994ed6169c11,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5a8a48ee55429930ff3c0d66,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5a8efb5a55429918e830d172,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5a72a6d855429901807daf27,2,3,True,True,1982 Detroit Lions season::0,unknown,0,,nonredundant_best;seed_jacc=0.600;semantic=0.854;graph=0.341;bridge=1.000;hybrid=0.624,0.666271151284919,-1,-1,True,True,True,True,,,True,True,False,False,False,0,nonredundant_best;seed_jacc=0.600;semantic=0.854;graph=0.341;bridge=1.000;hybrid=0.624,0.666271151284919,True,True,True,True
hotpotqa,5ae791ef55429952e35ea979,2,3,True,True,1950 British Columbia B-36 crash::0,unknown,1,,nonredundant_best;seed_jacc=0.600;semantic=0.867;graph=0.252;bridge=1.000;hybrid=0.593,0.6417922248117843,-1,-1,True,True,True,True,,,True,True,False,False,False,1,nonredundant_best;seed_jacc=0.600;semantic=0.867;graph=0.252;bridge=1.000;hybrid=0.593,0.6417922248117843,True,True,True,True
hotpotqa,5ac3b4e0554299741d48a2ec,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5ab55a9b5542992aa134a2ba,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5a79fc8b5542994f819ef114,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5abdb4a755429965af743df0,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5ae604ec5542996de7b71af9,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
hotpotqa,5a857cf35542994c784ddb1d,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,83bf3b5a0bd911eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,a80d84e7096d11ebbdb0ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,2dc690ba0bdc11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,462bb642099211ebbdb0ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,a1cdb240085811ebbd5bac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,6718770a087311ebbd66ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,7f7046d308f711ebbdaaac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,9fe6a6760baf11ebab90acde48001122,2,3,True,True,Alfonso Fadrique::3,unknown,3,,nonredundant_best;seed_jacc=0.600;semantic=0.860;graph=0.381;bridge=1.000;hybrid=0.606,0.6698964660703015,-1,-1,True,True,True,True,,,True,True,False,False,False,3,nonredundant_best;seed_jacc=0.600;semantic=0.860;graph=0.381;bridge=1.000;hybrid=0.606,0.6698964660703015,True,True,True,True
2wikimultihopqa,551e024408a611ebbd7fac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,33f51d7e0bde11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,914b452c0bdc11eba7f7acde48001122,2,3,True,True,3096 Days::0,unknown,3,,nonredundant_best;seed_jacc=0.143;semantic=0.869;graph=0.318;bridge=1.000;hybrid=0.613,0.7071270110936494,-1,-1,True,True,True,True,,,True,True,False,False,False,3,nonredundant_best;seed_jacc=0.143;semantic=0.869;graph=0.318;bridge=1.000;hybrid=0.613,0.7071270110936494,True,True,True,True
2wikimultihopqa,d6898f78089511ebbd75ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,2,3,True,True,Adele Astaire::0,unknown,1,,nonredundant_best;seed_jacc=0.600;semantic=0.862;graph=0.269;bridge=1.000;hybrid=0.579,0.6398599504287077,-1,-1,True,True,True,True,,,True,True,False,False,False,1,nonredundant_best;seed_jacc=0.600;semantic=0.862;graph=0.269;bridge=1.000;hybrid=0.579,0.6398599504287077,True,True,True,True
2wikimultihopqa,f5e3b9ca0bdb11eba7f7acde48001122,2,3,True,True,Adele Astaire::0,unknown,3,,nonredundant_best;seed_jacc=0.600;semantic=0.866;graph=0.344;bridge=1.000;hybrid=0.625,0.6695393254168132,-1,-1,True,True,True,True,,,True,True,False,False,False,3,nonredundant_best;seed_jacc=0.600;semantic=0.866;graph=0.344;bridge=1.000;hybrid=0.625,0.6695393254168132,True,True,True,True
2wikimultihopqa,265daf200bdc11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,1c0dd3b00bdc11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,bab3b6d00bda11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,84b691d8086a11ebbd5fac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,dcbee4b608b011ebbd85ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,2d8f3ebe0bda11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
